ori_1,ori_2,ori_3,ori_4,ori_5,ori_6,ori_7,ori_8,len_1,len_2,len_3,len_4,len_5,len_6,len_7,len_8,curv_1,curv_2,curv_3,curv_4,curv_5,curv_6,curv_7,curv_8,juncType_T,juncType_Y,juncType_X,juncType_Arrow,juncType_Star
5.64069077970114,92.2744103081772,745.196242633852,2030.94117792962,2951.85828151623,2444.04254267912,719.158856500888,1010.88779765242,2865.11558763769,921.383566934662,880.827462195138,208.427981882451,4315.67624019394,268.169832035815,162.50189702292,377.897432097385,3566.33402657684,2130.97365990214,2076.51141444683,1267.05099571788,640.11156221979,253.505906169474,58.8074503491891,6.70498461786232,107.44721275555,11.905508338565,15.7747985485987,5.6551164608184,2.08346395924888
