ori_1,ori_2,ori_3,ori_4,ori_5,ori_6,ori_7,ori_8,len_1,len_2,len_3,len_4,len_5,len_6,len_7,len_8,curv_1,curv_2,curv_3,curv_4,curv_5,curv_6,curv_7,curv_8,juncType_T,juncType_Y,juncType_X,juncType_Arrow,juncType_Star
26.8965351090424,149.077421081122,1107.38977638577,1958.45154187174,2550.98360604977,2415.49230801105,1500.58142828549,291.127383206015,1585.65684190219,500.239941031223,588.39975929036,210.488556312032,5877.49173403831,262.283815507736,366.660404124757,608.778947793393,5851.9972438946,1781.78219369304,988.386544564949,682.38188628337,477.342231037659,173.818636691393,40.5805856816441,3.71067815334818,112.668758942951,8.72435080310463,29.1642583989498,4.98534331605979,0.997068663211957
