ImageName,ori_1,ori_2,ori_3,ori_4,ori_5,ori_6,ori_7,ori_8,len_1,len_2,len_3,len_4,len_5,len_6,len_7,len_8,curv_1,curv_2,curv_3,curv_4,curv_5,curv_6,curv_7,curv_8,juncType_Arrow,juncType_L,juncType_Star,juncType_T,juncType_X,juncType_Y,juncAng_1,juncAng_2,juncAng_3,juncAng_4,juncAng_5,juncAng_6,juncAng_7,juncAng_8
beaches_00115.jpg,6956.31560429783,2435.72037003298,971.784124049635,570.231776884496,762.479799750916,591.664607784153,776.801900405693,2142.7179986809,4.24264068711928,95.6327574433857,764.977656014461,2458.37457236141,3781.67157062476,3286.23224187703,1735.81399692203,3080.77074595642,5596.16023659802,9006.77668110396,11613.4701162546,13365.72017532,14571.9790321939,15004.2004081328,15188.5937643917,15207.7161818866,6,3,1,19,4,3,11,4,7,13,1,0,0,0
beaches_00117.jpg,7865.87551156003,627.082801864223,144.186900267873,142.55968791893,193.562583392373,187.305596837481,261.220106467198,2148.55184878449,119.698540411156,154.581552340989,144.784212956102,413.410686394702,508.207484967669,2237.72540938083,2540.97007474792,5450.96707589324,7568.47020278091,9495.51649111524,10447.9635979401,11154.0526474279,11519.9060286654,11564.1089691151,11569.3450370926,11570.3450370926,0,1,0,7,0,1,1,0,2,4,1,0,0,1
beaches_00119.jpg,4770.55927250776,646.468449273357,313.379640614599,279.178344858837,576.881246363668,311.058105528588,272.551171092654,820.86851478742,173.042264873857,166.225445201315,394.911067627773,732.485527028617,893.297343629127,1464.62523565751,1070.97205891463,3095.38580209406,4311.39528193059,5641.47674938992,6606.09572385431,7351.3091536764,7823.89102267024,7947.23238041156,7986.94474502688,7990.94474502688,0,1,1,5,1,0,1,4,3,0,0,0,0,0
beaches_00126.jpg,8682.57941781416,682.854839322233,178.254567897966,145.496739135406,282.717141521218,83.4893720177951,117.276818965761,376.399430504027,192.273505467394,63.93747338527,88.2689871582408,679.075176423035,1187.70734957097,1822.18466186775,2225.27934868451,4290.3418246214,7864.8866551105,8797.38840491344,9497.65168644841,10007.0735868684,10353.4222371879,10496.0129673635,10546.6541136162,10549.0683271786,1,0,1,14,4,6,3,2,4,14,3,0,0,0
beaches_00149.jpg,4397.63369068122,1487.99123532376,1013.34776694588,1044.02286406073,4076.60465183378,1307.97759027911,812.40095461097,1371.10841891374,245.586493549634,1455.05468919833,3364.90504238943,2563.71873215929,1122.44713009701,2441.76994207683,798.428480992599,3519.17666218606,5873.54649976412,8121.19788097923,10466.8022551335,12377.382971886,14069.4825694434,15074.0548283833,15458.5510697948,15511.0871726492,7,6,1,54,20,16,21,16,23,31,11,1,1,0
beaches_00154.jpg,3476.24387730732,608.542384252076,77.4936439597604,74.1315358023211,168.467798376638,87.8799056879138,291.735463327314,1452.34087330305,73.2808015574838,154.430977292272,39,118.040729867263,673.596444327025,1468.6697641371,1246.81791596673,2462.99884886854,3547.0882910913,4422.97405517745,5102.09288412482,5488.855905571,5866.5753255464,6053.32643968481,6210.79595234073,6236.8354820164,0,1,0,3,1,0,2,1,0,1,0,0,1,0
beaches_00161.jpg,7803.07038926056,210.422080219935,22.8156991803821,14.8191459391911,43.2783458387608,19.0628650776273,119.011830304515,399.869738324529,113.984479682359,238.221463717523,330.60922708128,1098.72649043895,723.783093739871,1026.66985647906,2708.09075082897,2392.26473217749,6774.26162043789,7144.07709384221,7884.69157484684,8126.59042117876,8415.91463153647,8504.04422823417,8598.22364119549,8632.3500941455,0,0,0,1,0,0,0,0,0,1,0,0,0,0
beaches_00162.jpg,2847.47338064739,423.264689681024,135.713272995514,149.544988657162,501.611801987752,383.019769184593,512.848356705255,895.469965208644,111.609677358996,325.959788911734,596.717085374025,372.932421352352,697.284916758633,852.78223428114,514.21423768452,2377.44586334593,2900.81123277146,3726.83464036235,4332.41888297804,4987.35346373686,5448.18993311469,5726.50893576789,5828.05987554996,5848.94622506733,0,0,0,12,4,2,5,2,4,6,1,0,0,0
beaches_00178.jpg,3276.70428743724,940.02061277182,673.514630943227,558.004958094867,897.561682638641,218.551882709276,445.731722188444,689.703999015507,324.034846823657,538.388435085057,578.760768519109,503.997230156275,995.277299486926,1621.85798985495,998.915113346466,2138.56209252658,3456.83104705531,5005.03034609323,5848.96646051138,6616.15060575055,7171.24030432974,7480.12262070307,7665.43731340368,7699.79377579902,0,0,0,13,1,1,4,1,5,5,0,0,0,0
beaches_00179.jpg,3490.48895181146,971.569858804286,601.771427901622,702.616197883917,705.079112541927,417.633595821625,617.411495945287,1330.84467869147,7.23606797749979,5.65685424949238,168.286665883001,653.157978566594,827.158258506487,1637.99032977894,1317.22273484868,4220.7064295909,2652.93326273673,4228.49330443079,5851.61881021148,7191.2912020936,8180.06927028388,8715.09956173827,8827.4710474916,8837.41531940159,1,0,0,16,2,5,3,4,9,7,1,0,0,0
