ori_1,ori_2,ori_3,ori_4,ori_5,ori_6,ori_7,ori_8,len_1,len_2,len_3,len_4,len_5,len_6,len_7,len_8,curv_1,curv_2,curv_3,curv_4,curv_5,curv_6,curv_7,curv_8,juncType_T,juncType_Y,juncType_X,juncType_Arrow,juncType_Star,juncAngle_1,juncAngle_2,juncAngle_3,juncAngle_4,juncAngle_5,juncAngle_6,juncAngle_7,juncAngle_8
367.294105357039,1760.56391527219,713.003193559486,387.656365752239,843.675990747853,574.118265982511,723.592046217729,483.964402835643,0,0,0,202.262190022239,1536.57303912129,1521.06216639553,1630.92134615618,963.049544029438,4951.77691415031,697.158123017646,98.9219022130417,106.011346343687,0,0,0,0,6,0,4,1,0,0,3,2,1,1,4,0,0
