ImageName,ori_1,ori_2,ori_3,ori_4,ori_5,ori_6,ori_7,ori_8,len_1,len_2,len_3,len_4,len_5,len_6,len_7,len_8,curv_1,curv_2,curv_3,curv_4,curv_5,curv_6,curv_7,curv_8,juncType_Arrow,juncType_T,juncType_X,juncType_Y,juncAngle_1,juncAngle_2,juncAngle_3,juncAngle_4,juncAngle_5,juncAngle_6,juncAngle_7,juncAngle_8
beaches_00115.jpg,6956.31560429783,2435.72037003298,971.784124049635,570.231776884496,762.479799750916,591.664607784153,776.801900405693,2142.7179986809,0,35.7903717950347,725.964033563423,3274.1601865741,5392.55078615971,2698.48005783792,3080.77074595642,0,6223.12132916613,3661.84867763339,2636.31436066362,1641.96642676782,774.416287370178,248.6906148131,21.3584854723723,0,6,19,4,3,11,4,7,13,1,0,0,0
beaches_00117.jpg,7865.87551156003,627.082801864223,144.186900267873,142.55968791893,193.562583392373,187.305596837481,261.220106467198,2148.55184878449,57.369316876853,216.910775875292,309.368954510667,669.525099289433,2768.05577535282,3102.97740493172,4446.13771025582,0,7568.47020278091,1927.04628833433,970.554930973042,693.366390146746,360.468216430347,44.2029404497283,5.23606797749979,1,0,7,0,1,1,0,2,4,1,0,0,1
beaches_00119.jpg,4770.55927250776,646.468449273357,313.379640614599,279.178344858837,576.881246363668,311.058105528588,272.551171092654,820.86851478742,28.2462112512353,223.953728804196,481.978837647513,1212.09819732127,1325.48275430302,1623.79921360559,3095.38580209406,0,4481.91249016495,1394.40958621968,996.48647694224,669.886926021411,362.52449743045,76.4887002706535,8.23606797749979,1,0,5,1,0,1,4,3,0,0,0,0,0
beaches_00126.jpg,8682.57941781416,682.854839322233,178.254567897966,145.496739135406,282.717141521218,83.4893720177951,117.276818965761,376.399430504027,53.1231056256177,189.087873227046,166.507691389373,1149.30921381591,2014.68869938272,3264.20314906614,3712.14859467175,0,7941.05563571035,1026.78056379237,682.699103380667,458.501905748951,303.759812568748,120.808465237563,14.4628407399141,1,1,14,4,6,3,2,4,14,3,0,0,0
beaches_00149.jpg,4397.63369068122,1487.99123532376,1013.34776694588,1044.02286406073,4076.60465183378,1307.97759027911,812.40095461097,1371.10841891374,0,52.0111658911918,1332.26317137825,4244.1321119526,2873.04059570033,2692.03498454815,798.428480992599,3519.17666218606,6312.99747578833,2704.91536109786,2316.41086452533,2260.46396716209,1414.02175467622,454.741646544944,47.5361028544053,0,7,54,20,16,21,16,23,31,11,1,1,0
beaches_00154.jpg,3476.24387730732,608.542384252076,77.4936439597604,74.1315358023211,168.467798376638,87.8799056879138,291.735463327314,1452.34087330305,31,156.67337403935,112.053552848844,469.541391341063,1977.53466707053,2002.14046680889,1487.89202990773,0,3978.67459273423,1079.58696559093,569.663581457282,395.783556847342,189.91568283569,23.211102550928,0,0,0,3,1,0,2,1,0,1,0,0,1,0
beaches_00161.jpg,7803.07038926056,210.422080219935,22.8156991803821,14.8191459391911,43.2783458387608,19.0628650776273,119.011830304515,399.869738324529,0,0,78.9844796823587,507.478309116223,1405.53228267664,2060.8931018714,4579.46192079887,0,6965.60884470964,992.75523385717,457.550552969667,155.659674170353,60.7757884386711,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
beaches_00162.jpg,2847.47338064739,423.264689681024,135.713272995514,149.544988657162,501.611801987752,383.019769184593,512.848356705255,895.469965208644,0,0,143.943885535542,1137.611816856,822.948187364201,1366.99647196566,2377.44586334593,0,3186.50722290605,809.163667808815,854.704116283839,597.814926115986,313.115693928542,82.9903164842334,4.65028153987288,0,0,12,4,2,5,2,4,6,1,0,0,0
beaches_00178.jpg,3276.70428743724,940.02061277182,673.514630943227,558.004958094867,897.561682638641,218.551882709276,445.731722188444,689.703999015507,0,0,324.034846823657,1117.14920360417,1233.32673107981,2886.7209017648,2138.56209252658,0,4452.48525344617,1438.08071325787,1056.58668339337,567.898332634007,177.742793067599,7,0,0,0,13,1,1,4,1,5,5,0,0,0,0
beaches_00179.jpg,3490.48895181146,971.569858804286,601.771427901622,702.616197883917,705.079112541927,417.633595821625,617.411495945287,1330.84467869147,2.23606797749979,10.6568542494924,313.225683145855,1059.04866631929,2138.29255559695,2561.88210731059,2752.07338480192,0,2925.45537804358,1752.46696720937,1768.39078133498,1375.01667428201,825.365596538986,178.775650082665,11.9442719099992,0,1,16,2,5,3,4,9,7,1,0,0,0
beaches_00181.jpg,3942.4081299047,2725.01383163363,1606.56469292775,1146.859310446,2314.17182402255,1465.86314386353,791.745119446305,1837.52042216089,127.767662514521,93.841094527268,586.957513069227,3303.27677487464,4267.30111875486,3630.61201006962,3820.39030059522,0,5993.39762328232,3315.03920948747,2822.87880645419,2184.0345080613,1188.37063947134,297.416920636485,27.0087670122451,2,7,47,13,13,21,6,14,35,7,2,2,0
beaches_00185.jpg,7019.32139595941,761.722847831638,461.252846011048,238.052033767339,565.19093725006,176.347628230573,477.503882000322,913.553432983387,61.3245553203368,273.754948366458,478.005549300998,1539.57751088233,1671.28819598958,1990.836627593,2981.46990820409,1616.68770837699,6222.01383623115,1801.11401639271,1283.64246863617,893.686687976665,326.361520461179,86.1264743359095,0,0,4,24,6,6,12,3,11,15,4,0,0,0
beaches_00193.jpg,2944.26757184325,972.166939395785,393.531856934194,162.004015344081,88.38580621674,44.9180684192954,146.483671035142,556.516805250105,48.6889979574711,171.120755003756,30.7299677418394,487.962465730944,417.754419212661,917.289453041563,3234.72867575036,0,2797.14319404965,1194.85541945243,835.883505388004,381.673825911115,88.4050344294327,10.3137552079634,0,0,0,3,0,0,0,4,1,0,0,0,0,0
beaches_00202.jpg,6374.42318450698,449.903838253634,44.9325725954431,30.0927196055602,15.0710678118655,5.39834563766817,71.2621426810918,1138.07772088869,1,11.1622776601684,100.69137608858,1012.81287416703,3074.1281053596,450.884040657624,3478.48291804794,0,6430.59798554029,1181.56902976011,274.385748004655,99.6943615319794,101.421236571626,37.4932305722739,3,1,0,2,1,0,3,0,0,0,0,0,0,0
beaches_00224.jpg,3570.9458974716,1279.80740703795,557.357094831546,240.769147436809,430.539416822879,382.125606210096,922.019133876685,1923.88662118219,0,0,82.1563441617183,1173.95111697012,2299.92000272524,3224.94462735822,2526.47823365447,0,2870.90284931943,2795.74869402529,2241.79461483074,1109.65663602618,282.111462690621,7.23606797749979,0,0,0,14,3,1,4,3,6,5,0,0,0,0
beaches_00235.jpg,6794.73633767665,2358.6924100247,1681.77879642622,1759.73514972624,2107.39663695984,1374.8011208351,1202.61159847952,1629.08857413453,0,44.9174733649518,879.025965552574,4234.5873867524,5114.35077312021,3221.76217763487,3600.11962012729,1814.07722771049,6864.41400915352,3494.25102944421,4117.15451188635,3205.51603731368,1134.13755146661,93.3674849984101,0,0,8,74,17,24,22,22,35,40,12,1,1,0
beaches_00243.jpg,5148.09176882782,806.390005114547,446.943565879058,673.97836734011,1651.92942741649,1103.49392494692,1283.93311389982,2102.12275765592,63.0886785628492,260.634682727779,968.305275328657,2752.52633806147,2917.69462032764,3412.18384613677,2842.44948993552,0,5864.33327249507,2879.63893799352,2511.28140816359,1389.55468591691,476.62964313137,93.2089154027315,2.23606797749979,0,3,72,6,5,15,12,12,45,10,0,0,0
beaches_00244.jpg,5416.26140866105,700.925434956288,91.0088994811866,62.5413099467312,59,64.176881509262,171.709454776132,1013.94800711776,0,0,0,328.932680481026,1334.04946796837,1177.65022185906,4738.93902613996,0,5082.72853050667,1337.1365727405,725.104451749179,277.794398226977,135.173029609909,21.634413615168,0,0,0,3,2,0,2,2,1,0,0,0,0,0
beaches_00248.jpg,4090.35931777627,1075.6292222751,348.657450993045,302.347572755681,940.385725562559,512.716021831167,244.629763413944,538.078362089704,0,0,110.643580769056,887.092800432524,2162.36261630229,1049.38871576917,3843.31572342443,0,4172.34690721976,1587.51419628205,1178.62487655256,766.036736086436,299.047395095586,49.2333254610803,0,0,0,13,6,1,5,4,4,8,1,0,0,0
beaches_00249.jpg,3831.8561310162,1175.29899760802,557.337065836565,351.890610994,315.134413508271,242.158142038792,283.687220934294,712.770137951933,0,0,23.4852813742386,385.956186091202,1911.76839533749,1646.16565567606,3502.75720140909,0,2629.63876108665,1503.54687541531,1615.39004018833,1276.43485524266,408.629101456945,36.4930864981868,0,0,0,9,3,0,1,5,1,5,0,0,0,0
beaches_00250.jpg,4839.22605906482,1716.1426761788,515.765567327643,334.073844305414,298.476595577265,492.823584407488,345.027326589266,670.236912305601,0,0,117.655257534302,878.692714711896,666.048135120196,5443.5484217573,2105.8280366326,0,4447.11336184313,1802.98398701614,1567.68328834871,1058.60049413234,305.894399754332,26.2609666841394,3.23606797749979,0,0,18,1,5,3,7,7,6,2,0,0,0
beaches_00251.jpg,5795.72495989821,910.75735361001,381.696335018298,322.352866598579,911.1358518307,273.089315629689,461.979738781831,1215.31984613445,2,11.211102550928,360.323391505296,1867.88290284618,2931.82716685777,3407.58645906296,1691.22524467864,0,3913.11186087995,1682.21638554525,1860.96270505285,1694.18929102053,892.564578038634,223.361165424668,5.65028153987288,0,2,33,4,12,4,8,6,30,3,0,0,0
beaches_00252.jpg,6951.62370456336,1585.38324108986,742.453878091302,590.35675700515,1765.19965973409,670.683642681803,726.714944965634,1375.49453188003,76.9299401746895,626.374766793708,1454.8094760153,4353.37969700857,2581.49626632661,2237.21089021708,3077.70932347527,0,6080.33415901224,2622.68272050482,2528.67704214573,2045.34514927583,963.760123798585,156.712819636345,10.3983456376682,0,12,164,31,15,34,26,18,154,9,3,0,1
beaches_00253.jpg,7962.17960806006,1169.87266620795,231.096344308762,330.236002631831,1279.77621634241,332.946484386759,472.457062009199,1763.56907305961,198.881639346165,481.773350760829,492.165661518282,2542.89221899774,3793.07820810346,3726.65179412413,2306.69058415596,0,7064.35912803168,2001.01900108308,1969.91780878703,1428.58172075457,738.261969824314,324.107479008534,15.8863495173727,0,7,59,17,8,16,14,7,54,4,1,0,4
beaches_00256.jpg,5172.76465222478,695.51007095491,247.549234292486,373.816899337041,1104.71615009413,494.463669722687,453.037205846474,1062.06409916806,306.687817056599,528.303911727694,922.683179789946,1948.28110241416,2370.70197297372,2077.62549579534,1449.63850188311,0,5026.62976225131,1467.99791798145,1361.20909424076,895.288038177762,692.767142875731,154.793958136058,5.23606797749979,0,2,56,16,3,6,5,8,58,3,1,1,0
beaches_00265.jpg,5179.71711794918,2367.21632229998,999.266647102398,872.98363663114,1404.87144666293,968.774098833956,931.250401033605,1881.09758564275,4,103.185114907025,891.74150569346,3946.08872923464,4400.62487243885,3938.13546180176,1321.4015720802,0,5070.88718300474,2660.8865677138,3201.57923102033,2572.55869527849,952.210530364086,146.055048774503,0,1,8,58,8,27,9,9,24,45,16,1,3,2
beaches_00266.jpg,5027.31738273718,1870.5396146467,958.472912963144,972.311993861729,1036.43597941787,2090.36557142464,1334.3686994463,1012.1126434263,36.1508620029376,103.567842839213,513.002610670498,2228.19437448664,3464.29237414489,3614.96746971053,1396.86146898019,2944.88779508896,7183.32610507095,2466.54553478803,2003.14004051438,1826.35956868235,728.443133013823,89.8677751672151,4.24264068711929,0,7,72,8,15,16,13,20,50,9,0,0,1
beaches_00268.jpg,8890.65497958092,1784.81027514196,1076.14169764032,908.747966354601,1592.28585953128,844.898658048979,640.640554016563,1375.66420070165,93.89093456125,603.279787610674,1219.41730700134,3611.61638681691,4285.38589474143,3950.94776934885,3349.30611093582,0,7335.68660632205,3079.76757184384,2944.67072091053,2055.24726888756,1314.03224734185,378.967639755449,5.47213595499958,0,16,59,18,14,14,23,21,50,9,0,1,0
beaches_00279.jpg,4952.33488970514,1179.72943647959,898.421941702045,3074.31315863564,4583.64823339731,838.859432947263,740.084508168574,1633.57248360621,78.3733802110964,458.30789257427,1759.60132332104,4279.42009830767,4396.58433186273,4417.07542105849,2511.60163730647,0,10084.3950329898,1656.72298258048,2447.58947953183,2026.09229248657,1294.71555264505,358.912113350757,32.5366310572456,0,8,205,48,14,63,31,40,166,8,2,1,2
beaches_00285.jpg,5385.66197204839,452.050566141491,88.1417714659297,109.431763217292,141.416493507196,86.1648783177078,123.047436946495,392.819456380509,23.2462112512353,28.4721359549996,411.829659256679,1354.08121267382,1474.75122470399,2683.85327854741,802.500615636873,0,5237.73068564474,582.773686311669,294.239808850462,338.130876285485,276.827602879513,46.7956100756428,2.23606797749979,0,0,1,0,0,0,1,0,0,0,0,0,0
beaches_00303.jpg,7262.09555160626,1461.5668690218,359.294511290513,256.171585238135,2420.30024518812,292.996467195028,378.37996087888,840.543012758977,126.797539333986,420.342885321123,1240.19530640391,2630.83822440688,2374.92667061581,4414.36848187894,2063.87909521708,0,5526.86928814902,2824.78064049061,2407.36090399437,1397.75890871686,817.489337638412,274.908784300944,22.1803398874989,0,13,157,35,9,49,17,22,132,12,1,0,1
beaches_00306.jpg,6365.72546879491,970.10313579126,690.198989069329,740.326468914365,626.355767528613,673.444036970479,914.667547746058,2420.89155215131,232.888909110194,625.352619472021,1449.90182262466,2875.49373861375,3041.4087226009,2555.46539268521,2621.2017618596,0,6122.63047870983,2606.17796947515,2220.46483453558,1773.80239902692,611.398857128336,67.2384280905162,0,0,7,88,16,47,13,17,44,68,21,6,1,2
beaches_00316.jpg,5290.37107340976,1834.74473249016,244.122741560244,149.861911294477,152.450260888686,116.749923655574,203.278895053708,979.637627416365,61,107.811921708896,291.263741253666,1205.12876629224,2123.2731360731,3229.44678233909,1953.29281810198,0,6179.38895354638,1220.00954886996,690.08887097725,594.482354938164,264.539233504719,21.7082039324994,1,0,0,3,1,0,2,2,0,0,0,0,0,0
beaches_00317.jpg,5316.92621333828,328.150495493412,73.2905815215456,118.0330865829,89.3736912206562,76.3176684674708,157.401732409683,1502.87398626099,26,43.4017542509914,17.0293863659264,204.530053619215,1253.69508924784,1916.61727348191,4201.09389832906,0,6090.72272190328,872.990774933729,454.10949557407,197.128378173204,47.4160847106596,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
beaches_00319.jpg,6851.68150672484,840.256849868228,321.297320518268,374.391591933489,1744.18178522941,2504.73904274217,904.159748284647,1103.36189515533,83.7286569010816,445.489196534727,692.907422312006,1389.30847988066,3540.48008963596,4299.01534879418,4193.14054639776,0,8757.58661419021,2226.06806770068,1803.84978910973,1388.76435064402,447.901423875128,16.4852813742386,3.41421356237309,0,8,68,8,13,14,16,26,40,7,1,0,0
beaches_00321.jpg,3762.36664842379,1513.7388751992,544.658974510822,328.485199895595,260.669168538557,131.722277907505,155.418397192986,550.192474622255,42,167.681689049878,1279.9334643083,2337.76159493409,739.321851630256,2036.51963323935,644.033783128829,0,3140.39790684765,1475.88984714577,1190.0542836024,953.176195909015,393.733991132905,91.5855780905964,2.41421356237309,0,1,6,5,1,6,5,2,3,0,0,0,1
beaches_00339.jpg,2422.26920336885,918.098094541447,805.259081306634,581.62006102341,1078.25002464357,854.462942294604,762.975608753964,1043.171462089,0,103.582621260841,816.68503675669,2388.07996564885,1426.309417523,3146.19839473578,585.251042096313,0,2369.52967444952,1356.56248728315,1696.99923056361,1607.39016850616,1186.15111336593,222.286891255986,27.1869125971184,0,7,24,15,7,15,7,14,16,2,3,2,1
beaches_00343.jpg,3297.86512107144,285.214088759724,151.010041967445,216.456431193148,2913.92821618416,598.328408619776,200.117799582767,338.824508890642,1,102.288483376207,503.44453791777,2073.84429653467,3062.66264915501,2258.50464928545,0,0,4819.26558479649,577.823216928529,860.781171760857,887.21306156616,592.344762825154,231.129905794794,29.3584854723723,3.82842712474619,7,75,21,8,28,12,13,66,6,0,0,0
beaches_00345.jpg,5285.25708878092,628.024755920167,451.947308693582,470.047810077638,700.220784701034,855.971510919295,332.32252840074,888.832647213443,22.5065978183422,490.701054263196,1151.23406238067,1984.41122028864,1545.89103308949,2120.91238145107,2296.9680854154,0,5615.85828929773,1096.33689910274,1241.38191229757,854.034451933086,620.766860268288,166.359672290022,15.8863495173727,2,3,39,11,14,9,17,17,25,8,0,1,0
beaches_00355.jpg,5981.62796418979,321.809050239116,51.840790911309,137.803647484313,417.927347932062,198.574454348394,354.603403263229,2048.02895456733,3.16227766016838,32.5672302943219,964.2874032664,2211.51706448399,1393.09290979916,1021.37660863135,3886.21211880017,0,6247.00287468494,1535.72328313617,706.309718451216,506.653968882448,421.105020519866,88.4207472609124,7,0,0,9,4,0,4,6,1,5,0,0,0,2
beaches_00356.jpg,4350.15527449232,2052.48679195935,1761.73942220752,2141.97276376529,2846.09618334616,2672.7003727799,2342.71726244233,3028.32299369974,0,104.574207497146,1833.01613729353,4655.89588587625,3830.31003804216,4794.5527186173,5977.84207736622,0,7581.41183912531,2827.56082965476,3638.09364535039,5412.34043496597,1608.24499152798,120.474828965948,7.06449510224598,1,8,95,41,11,43,35,41,45,6,1,1,1
beaches_00362.jpg,6496.33656163852,3156.21302393673,1778.85258020109,3359.99930335425,2668.79676725791,1378.04298392124,1262.24192091249,1829.31477955525,8,184.448721442364,2055.56366855828,5369.96626835699,6024.71588744945,6237.05033932835,2050.05303564203,0,11496.8995834758,4257.08645926766,2420.2390697795,2157.38903847606,1318.89556770487,261.579998141056,15.7082039324994,2,16,97,114,8,50,62,79,69,3,2,1,0
beaches_00369.jpg,6100.7878204343,1146.17041961029,593.839086126343,687.962798302603,1179.04912744319,1098.6670732726,802.657292410591,1414.01650887117,3.41421356237309,152.459082894354,810.646230158091,2664.79837800582,4406.33368920107,3170.31940381781,1815.17912883156,0,7237.76230894224,2277.57300355514,1591.76576316521,1245.22904748193,496.257466208274,153.656422763092,18.4919007928367,2.41421356237309,10,93,44,18,56,36,32,57,11,4,0,1
beaches_00372.jpg,3841.06795488158,1367.23068731144,417.929829460537,410.137361979652,581.397028345025,415.258067835557,325.913071649338,758.263764838063,8.23606797749979,121.670084421013,1019.80038903956,3216.9914517646,2434.84887890163,1315.65089419689,0,0,3889.45037346328,1487.23091823731,996.401775935708,792.504686101969,585.278218155993,302.902241122693,56.0153397218646,7.41421356237309,5,27,18,5,15,14,10,20,6,0,2,2
beaches_00373.jpg,3263.93726278355,483.982534867907,165.808896633535,127.615083326473,450.218568694125,853.219094125395,581.795803640967,1298.04637731268,0,0,112.601703669934,719.780807541609,3496.89490873125,1663.98319103314,1231.36301040869,0,4944.95795201416,1111.80618290421,544.371137277062,514.880466535081,108.607882654115,0,0,0,1,6,0,0,1,2,1,3,0,0,1,0
beaches_00375.jpg,4799.60782965939,205.055864812327,23.3580678740925,75.3518916364062,331.686389398812,97.224504332136,100.963623029631,727.615768509647,0,49.8918342759989,794.830219219351,1320.26924359779,1762.55842196416,850.742539201616,1582.57168099352,0,5255.06508930381,656.147190844935,207.300522610681,90.9834952766778,104.58090199472,37.9003897042404,7.88634951737267,1,0,5,2,1,1,0,1,6,0,0,0,0
beaches_00380.jpg,6291.52042845445,891.019176292556,415.280970092028,345.823839881782,423.929535998884,383.933315983026,285.186713977911,2455.05879784464,0,160.917661058878,1651.60668578025,3572.16192064944,4264.29890009183,1043.64510773564,799.12250320923,0,6384.8285890421,1394.4816492815,1429.52493337044,1210.48804236333,807.605208296654,233.701938676372,26.7082039324994,4.41421356237309,6,17,8,16,8,16,4,18,8,1,3,0
beaches_00381.jpg,5360.13568771232,2219.31693514715,126.341171100438,778.011133946794,765.836574940718,213.020945821109,280.769928056768,750.712952055307,0,52.8747872361779,601.338923759571,2587.81805208213,3341.31043213678,969.355827273634,2941.44730629232,0,7428.34896554836,1754.5759959195,793.150486831418,333.498774804899,163.678183449438,20.8929222269922,0,0,4,84,7,4,9,9,46,36,10,0,0,0
beaches_00382.jpg,4441.96394058494,323.654728226856,108.593614387604,133.982259618971,234.881592584576,143.391709980358,167.804494923213,506.568450563936,0,0,157.236647277246,326.441318109601,1301.34974988556,2603.53948497744,1672.2735906206,0,4244.83024862404,571.808002783194,492.400164419757,426.084741938146,259.316891943337,62.1646731844794,4.23606797749979,0,1,8,2,1,3,3,1,4,1,0,0,0
beaches_00385.jpg,3394.07944995004,280.927382407338,122.060385482572,331.757888720269,1536.12809079409,340.497573026046,244.05999675951,360.529118274152,4,21.0710678118655,647.356720864304,1586.13506041273,1729.75388671059,2621.72314961452,0,0,3074.32332770457,1290.50218262228,1052.60982236404,577.156274720724,441.598430573836,153.255293978685,19.594553449872,1,3,67,14,4,16,7,20,46,3,0,0,0
beaches_00386.jpg,4696.09684801348,367.825870538153,113.164028432803,115.608821175607,306.41160499225,185.790638268038,116.284459726742,469.710193962999,12.1622776601684,346.662880423636,1219.50743727213,1646.88413806348,1710.25653782163,1435.41919386902,0,0,4302.6981771946,977.375952583495,463.234540684303,241.586000746276,268.119038698756,95.4317823874376,21.4469728152092,1,3,35,5,6,13,11,6,20,4,2,0,0
beaches_00390.jpg,5511.67489342968,1621.14214423466,1057.3712832053,940.304031778386,1931.00612175354,1128.24489538659,720.867699410336,1382.38963757888,8.24621125123532,208.176492378383,1666.62923496149,5751.25463691144,3029.20942984117,2812.06872189938,817.415979534279,0,5771.05075407604,2936.79488463423,2348.43455848505,1801.28336928821,1104.00595440702,314.026267539556,12.5764912225415,4.82842712474619,7,77,49,15,27,36,31,55,9,2,2,1
