ImageName,bottomPredictPleasure
bottom_beaches_00115.jpg,-0.237242938592694
bottom_beaches_00117.jpg,-0.336052495811929
bottom_beaches_00119.jpg,-0.252378419306417
bottom_beaches_00126.jpg,-0.342733130330377
bottom_beaches_00149.jpg,-0.0927761271001349
bottom_beaches_00154.jpg,-0.286213166452881
bottom_beaches_00161.jpg,-0.508160651022825
bottom_beaches_00162.jpg,-0.241699567628881
bottom_beaches_00178.jpg,-0.358282398834991
bottom_beaches_00179.jpg,-0.14617438593031
bottom_beaches_00181.jpg,-0.211458600618452
bottom_beaches_00185.jpg,-0.252003042050175
bottom_beaches_00193.jpg,-0.411024365595
bottom_beaches_00202.jpg,-0.465447523520425
bottom_beaches_00224.jpg,-0.321871491858881
bottom_beaches_00235.jpg,-0.302483208491476
bottom_beaches_00243.jpg,-0.271353611348115
bottom_beaches_00244.jpg,-0.437624572346091
bottom_beaches_00248.jpg,-0.272289138220131
bottom_beaches_00249.jpg,-0.325990733206635
bottom_beaches_00250.jpg,-0.313855569573532
bottom_beaches_00251.jpg,-0.14669716126073
bottom_beaches_00252.jpg,0.00684420786464682
bottom_beaches_00253.jpg,0.0829493729927818
bottom_beaches_00256.jpg,-0.196724234786635
bottom_beaches_00265.jpg,-0.160050572261544
bottom_beaches_00266.jpg,-0.3878227597205
bottom_beaches_00268.jpg,-0.266269949573722
bottom_beaches_00279.jpg,-0.0541928726095159
bottom_beaches_00285.jpg,-0.416081445616889
bottom_beaches_00303.jpg,-0.05326918157325
bottom_beaches_00306.jpg,-0.0712900355422103
bottom_beaches_00316.jpg,-0.380131997320278
bottom_beaches_00317.jpg,-0.40771706403723
bottom_beaches_00319.jpg,-0.319339010280203
bottom_beaches_00321.jpg,-0.25124643558798
bottom_beaches_00339.jpg,-0.0117733781821508
bottom_beaches_00343.jpg,-0.173881508978214
bottom_beaches_00345.jpg,-0.278437325237444
bottom_beaches_00355.jpg,-0.42853409143729
bottom_beaches_00356.jpg,-0.199667412598151
bottom_beaches_00362.jpg,-0.0716282907040159
bottom_beaches_00369.jpg,-0.195470625416853
bottom_beaches_00372.jpg,-0.101838348366044
bottom_beaches_00373.jpg,-0.537476355125461
bottom_beaches_00375.jpg,-0.467061956906258
bottom_beaches_00380.jpg,-0.278845904653135
bottom_beaches_00381.jpg,-0.430239301293968
bottom_beaches_00382.jpg,-0.284104017223036
bottom_beaches_00385.jpg,-0.0686577247599841
bottom_beaches_00386.jpg,-0.192960588148556
bottom_beaches_00390.jpg,-0.121345751455746
bottom_beaches_00391.jpg,0.0123772903510675
bottom_beaches_00395.jpg,-0.437216982574984
bottom_beaches_00396.jpg,-0.360077849295536
bottom_beaches_00398.jpg,-0.455986686577127
bottom_beaches_00400.jpg,-0.360292668103115
bottom_beaches_00408.jpg,-0.298454652115012
bottom_beaches_00412.jpg,-0.360348429454992
bottom_beaches_00433.jpg,-0.252911872440099
bottom_beaches_00437.jpg,-0.256933161190631
bottom_beaches_00452.jpg,-0.353561157332877
bottom_beaches_00471.jpg,-0.443863070252599
bottom_beaches_00488.jpg,-0.361297764374036
bottom_beaches_00490.jpg,-0.258640592897758
bottom_beaches_00491.jpg,-0.411892488051762
bottom_beaches_00503.jpg,-0.304069880045071
bottom_beaches_00565.jpg,-0.224996501573639
bottom_beaches_00568.jpg,-0.305159534730433
bottom_beaches_00575.jpg,-0.353952252323746
bottom_beaches_00581.jpg,-0.249931319743385
bottom_beaches_20081106_00009.jpg,-0.30577814857021
bottom_beaches_20081106_00015.jpg,-0.390716230430512
bottom_beaches_20081106_00021.jpg,-0.26474812877504
bottom_beaches_20081106_00047.jpg,-0.239947988784421
bottom_beaches_20081106_00048.jpg,-0.0961765507161825
bottom_beaches_20081106_00052.jpg,-0.297618833200552
bottom_beaches_20081106_00053.jpg,-0.242817925355913
bottom_beaches_20081106_00066.jpg,-0.283665533022048
bottom_beaches_20081106_00074.jpg,-0.445443417248345
bottom_city_00115.jpg,-0.0723458352360952
bottom_city_00136.jpg,-0.11580272244354
bottom_city_00138.jpg,-0.0421084546160635
bottom_city_00140.jpg,-0.0261216924176746
bottom_city_00147.jpg,-0.406893797601262
bottom_city_00189.jpg,-0.115664904962516
bottom_city_00199.jpg,-0.0924260381931508
bottom_city_00201.jpg,-0.0333444022813413
bottom_city_00207.jpg,-0.225949388518599
bottom_city_00210.jpg,-0.0248008075731746
bottom_city_00218.jpg,0.141676355300599
bottom_city_00219.jpg,0.00889834381817857
bottom_city_00222.jpg,-0.0468832953361151
bottom_city_00231.jpg,0.0283574541137302
bottom_city_00232.jpg,0.0933645159156825
bottom_city_00234.jpg,-0.0303850218538016
bottom_city_00272.jpg,0.0457456443447659
bottom_city_00281.jpg,0.105482750350544
bottom_city_00292.jpg,-0.0259110528228055
bottom_city_00294.jpg,-0.274839033083555
bottom_city_00299.jpg,-0.311228917755262
bottom_city_00301.jpg,-0.343146993749774
bottom_city_00305.jpg,-0.2031522700775
bottom_city_00307.jpg,-0.320250214296706
bottom_city_00309.jpg,-0.398105502539175
bottom_city_00310.jpg,-0.250292203050853
bottom_city_00312.jpg,-0.283900982276071
bottom_city_00313.jpg,-0.346668856611194
bottom_city_00314.jpg,-0.00720636721876191
bottom_city_00317.jpg,-0.246285035965103
bottom_city_00324.jpg,-0.0750285584712778
bottom_city_00332.jpg,0.0508134789053492
bottom_city_00336.jpg,-0.172954479192925
bottom_city_00342.jpg,-0.34808716944
bottom_city_00343.jpg,-0.035871735243
bottom_city_00344.jpg,-0.347921373705302
bottom_city_00349.jpg,-0.162311528991615
bottom_city_00387.jpg,-0.313193437016599
bottom_city_00399.jpg,-0.260683924972936
bottom_city_00406.jpg,-0.359646993671409
bottom_city_00410.jpg,0.0227334371141508
bottom_city_00417.jpg,-0.53500975740248
bottom_city_00424.jpg,-0.375151728842306
bottom_city_00430.jpg,-0.204880587601405
bottom_city_00444.jpg,-0.06371946708225
bottom_city_00452.jpg,-0.321007740768893
bottom_city_00473.jpg,-0.16230344842779
bottom_city_00496.jpg,-0.378114619216028
bottom_city_00509.jpg,-0.135541979964941
bottom_city_00514.jpg,-0.0324362729310278
bottom_city_00525.jpg,-0.024040609415
bottom_city_00532.jpg,-0.388611196911306
bottom_city_00536.jpg,-0.198404481396603
bottom_city_00543.jpg,-0.318080965320437
bottom_city_00599.jpg,-0.348513392808242
bottom_city_00601.jpg,-0.109735210697929
bottom_city_00604.jpg,-0.243758210351143
bottom_city_00606.jpg,-0.260721401529064
bottom_city_00613.jpg,-0.193213420391429
bottom_city_00614.jpg,-0.390108297958615
bottom_city_00619.jpg,-0.158402808817508
bottom_city_00621.jpg,-0.29581504184131
bottom_city_00625.jpg,-0.252759805532524
bottom_city_00626.jpg,-0.300564348522397
bottom_city_00629.jpg,-0.371931165370552
bottom_city_00646.jpg,0.0872539816280516
bottom_city_00660.jpg,-0.264543005482012
bottom_city_00663.jpg,-0.055180670295381
bottom_city_00670.jpg,-0.0727533576175476
bottom_city_00680.jpg,-0.0075003782821508
bottom_city_20081106_00003.jpg,-0.0806420127353293
bottom_city_20081106_00008.jpg,-0.246614199602274
bottom_city_20081106_00017.jpg,-0.125600318556647
bottom_city_20081106_00028.jpg,-0.227370244304738
bottom_city_20081106_00032.jpg,-0.044991599421869
bottom_city_20081106_00061.jpg,-0.0685692925836032
bottom_city_20081106_00063.jpg,-0.222439102459028
bottom_city_20081106_00066.jpg,-0.177501899702877
bottom_city_20081106_00099.jpg,-0.00312652378484524
bottom_forests_00111.jpg,-0.486844043850044
bottom_forests_00114.jpg,-0.511231281406456
bottom_forests_00119.jpg,-0.446700216352905
bottom_forests_00121.jpg,-0.441249302879413
bottom_forests_00125.jpg,-0.501058887681706
bottom_forests_00126.jpg,-0.434607537711524
bottom_forests_00136.jpg,-0.33253075693321
bottom_forests_00147.jpg,-0.359322893682567
bottom_forests_00150.jpg,-0.275165852377809
bottom_forests_00155.jpg,-0.494145600290083
bottom_forests_00170.jpg,-0.51212411565877
bottom_forests_00189.jpg,-0.451918312466929
bottom_forests_00194.jpg,-0.440008876823472
bottom_forests_00195.jpg,-0.370054489712671
bottom_forests_00197.jpg,-0.327518069526127
bottom_forests_00217.jpg,-0.351862906936675
bottom_forests_00241.jpg,-0.315083909561107
bottom_forests_00242.jpg,-0.348111601281611
bottom_forests_00247.jpg,-0.391364114612861
bottom_forests_00253.jpg,-0.493090519895472
bottom_forests_00265.jpg,-0.369146999800024
bottom_forests_00266.jpg,-0.386420861039504
bottom_forests_00267.jpg,-0.366787557147143
bottom_forests_00274.jpg,-0.384603179426008
bottom_forests_00277.jpg,-0.378612145396171
bottom_forests_00288.jpg,-0.571283064188754
bottom_forests_00294.jpg,-0.414042941895448
bottom_forests_00298.jpg,-0.448578765150647
bottom_forests_00299.jpg,-0.398622831710694
