ImageName,topPredictPleasure
top_beaches_00115.jpg,0.00169330645635714
top_beaches_00117.jpg,-0.0994925878245754
top_beaches_00119.jpg,-0.0267618475195794
top_beaches_00126.jpg,-0.124715040377048
top_beaches_00149.jpg,0.0917801393404604
top_beaches_00154.jpg,-0.141652528860738
top_beaches_00161.jpg,-0.318963594211663
top_beaches_00162.jpg,0.000384877086801593
top_beaches_00178.jpg,-0.262304536572333
top_beaches_00179.jpg,0.0841097358226706
top_beaches_00181.jpg,0.0336705815006825
top_beaches_00185.jpg,0.138603394392881
top_beaches_00193.jpg,-0.258993657227917
top_beaches_00202.jpg,-0.205392388139591
top_beaches_00224.jpg,-0.233665369974833
top_beaches_00235.jpg,0.14647737546481
top_beaches_00243.jpg,0.257639586023837
top_beaches_00244.jpg,-0.169186039638528
top_beaches_00248.jpg,-0.131883252020885
top_beaches_00249.jpg,-0.128667145652345
top_beaches_00250.jpg,-0.149839587870698
top_beaches_00251.jpg,0.0754993369813373
top_beaches_00252.jpg,0.377232543288198
top_beaches_00253.jpg,0.273342953175484
top_beaches_00256.jpg,0.228287516553627
top_beaches_00265.jpg,0.039081601275992
top_beaches_00266.jpg,0.236054181543159
top_beaches_00268.jpg,0.171218021800857
top_beaches_00279.jpg,0.441841936309341
top_beaches_00285.jpg,-0.132549445186825
top_beaches_00303.jpg,0.473734401761091
top_beaches_00306.jpg,0.308331919717885
top_beaches_00316.jpg,-0.117143550686222
top_beaches_00317.jpg,-0.286808339497266
top_beaches_00319.jpg,0.182493006593881
top_beaches_00321.jpg,0.00153114998922619
top_beaches_00339.jpg,0.0568364881511667
top_beaches_00343.jpg,0.173962066389131
top_beaches_00345.jpg,0.306190061212643
top_beaches_00355.jpg,0.0413374837127103
top_beaches_00356.jpg,0.200236557591901
top_beaches_00362.jpg,0.236186357224429
top_beaches_00369.jpg,0.34330994043944
top_beaches_00372.jpg,0.135326718459218
top_beaches_00373.jpg,-0.23014373940404
top_beaches_00375.jpg,-0.12513811298356
top_beaches_00380.jpg,-0.0271173228255079
top_beaches_00381.jpg,0.210099461166825
top_beaches_00382.jpg,-0.0791356786356905
top_beaches_00385.jpg,0.121689249484853
top_beaches_00386.jpg,0.116709650562988
top_beaches_00390.jpg,0.28054343856296
top_beaches_00391.jpg,0.242225629293405
top_beaches_00395.jpg,-0.11189170188973
top_beaches_00396.jpg,0.148122680464218
top_beaches_00398.jpg,-0.0283491407254603
top_beaches_00400.jpg,-0.0388457766700198
top_beaches_00408.jpg,-0.179410079588119
top_beaches_00412.jpg,0.024508027480996
top_beaches_00433.jpg,0.318613111176758
top_beaches_00437.jpg,0.113051991079183
top_beaches_00452.jpg,-0.154914207269353
top_beaches_00471.jpg,0.222518072246599
top_beaches_00488.jpg,0.0470214847261508
top_beaches_00490.jpg,0.0712566289907142
top_beaches_00491.jpg,-0.159216043295921
top_beaches_00503.jpg,-0.323346371269282
top_beaches_00565.jpg,-0.0443851235701984
top_beaches_00568.jpg,-0.248041265317814
top_beaches_00575.jpg,0.208304527897619
top_beaches_00581.jpg,0.198703891557627
top_beaches_20081106_00009.jpg,0.334147459134683
top_beaches_20081106_00015.jpg,-0.268455381347571
top_beaches_20081106_00021.jpg,-0.0702894325747222
top_beaches_20081106_00047.jpg,0.263739091298337
top_beaches_20081106_00048.jpg,0.36189975332698
top_beaches_20081106_00052.jpg,-0.0299368576948254
top_beaches_20081106_00053.jpg,0.210656584093119
top_beaches_20081106_00066.jpg,0.108012151802437
top_beaches_20081106_00074.jpg,-0.181378456781325
top_city_00115.jpg,0.473887870580504
top_city_00136.jpg,0.175114249865004
top_city_00138.jpg,0.347859866340746
top_city_00140.jpg,0.464111564028381
top_city_00147.jpg,0.207087352444671
top_city_00189.jpg,0.290941099220024
top_city_00199.jpg,0.561120284203944
top_city_00201.jpg,0.401124136321837
top_city_00207.jpg,0.553746450747726
top_city_00210.jpg,0.508969633476361
top_city_00218.jpg,0.379596394428393
top_city_00219.jpg,0.596043076825337
top_city_00222.jpg,0.463339015086318
top_city_00231.jpg,0.448394312919861
top_city_00232.jpg,0.547436630697639
top_city_00234.jpg,0.52021957862302
top_city_00272.jpg,0.367682624868175
top_city_00281.jpg,0.583740285365901
top_city_00292.jpg,0.243548615214321
top_city_00294.jpg,0.081553607289881
top_city_00299.jpg,0.118283272435496
top_city_00301.jpg,0.0241451871407659
top_city_00305.jpg,0.263484885141333
top_city_00307.jpg,0.0128985740478016
top_city_00309.jpg,0.374713219610968
top_city_00310.jpg,0.207388483823794
top_city_00312.jpg,0.245747542871401
top_city_00313.jpg,0.093433667413996
top_city_00314.jpg,0.0730398468140635
top_city_00317.jpg,0.107580806773845
top_city_00324.jpg,0.376302722797413
top_city_00332.jpg,0.410925004424238
top_city_00336.jpg,0.29754184848252
top_city_00342.jpg,0.169385488681901
top_city_00343.jpg,0.245679994762627
top_city_00344.jpg,0.127728369906111
top_city_00349.jpg,0.229290277204115
top_city_00387.jpg,0.144763903969734
top_city_00399.jpg,0.120362194276683
top_city_00406.jpg,0.178740680616948
top_city_00410.jpg,0.340116424076361
top_city_00417.jpg,0.351418732875381
top_city_00424.jpg,0.17870785588744
top_city_00430.jpg,0.305911442513635
