ImageName,len_1,len_2,len_3,len_4,len_5,len_6,len_7,len_8,ori_1,ori_2,ori_3,ori_4,ori_5,ori_6,ori_7,ori_8,curv_1,curv_2,curv_3,curv_4,curv_5,curv_6,curv_7,curv_8,juncType_T,juncType_X,juncType_Y,juncType_Arrow
top_city_00424.jpg,6.89772622024352,34.2967571659549,349.4630572131,1748.53033919105,2987.63843809376,2559.68290641037,1150.17684548841,1163.31393021711,1638.68810300923,754.390348786417,935.177915376441,433.986296654801,5152.55658935953,520.809009794875,214.794293845808,349.597443172897,2446.40101597574,2737.34087030636,2409.09347053696,1293.63570851731,818.74639473904,246.452923538839,46.3441832868829,1.98543309886836,96.9381458616843,17.1789119248555,7.36239082493805,7.36239082493805
top_city_00430.jpg,82.7477096547221,251.941240126307,1659.10809998821,2744.24238213137,3350.851602,1705.72842400342,205.380542095969,0,2309.51715028538,968.121745805673,473.609460120746,860.284002714989,3142.47738837965,415.554592867278,794.01980863324,1036.41585119304,2597.40658021643,1804.61178192509,2555.5196052529,1617.01826605795,970.830490445893,402.421739515622,52.1915365861138,0,109.725269344262,16.0853797991588,12.0640348493691,10.3406012994592
top_city_00444.jpg,3.46408350846373,126.864728285828,856.595488733518,2221.96849063484,2033.00732198044,1948.05599989183,2260.57113198945,549.47275497563,2230.56456125037,818.927369295716,690.965320655186,1170.91551969841,3381.49697222238,676.457374778548,418.555200949792,612.117681149604,1879.6674246738,2023.70695434551,2216.6558389755,2088.40796831986,1285.5745729527,435.257337939463,69.3442693897828,1.38563340338549,124.707006304694,24.2485845592461,19.3988676473969,11.7778839287767
top_city_00452.jpg,6.95290595259631,90.0256850587641,701.866088949064,1830.02594766282,2313.24095489324,3233.76716321138,1430.25513510266,393.86611916947,1671.66026268918,446.558225231553,380.171078527531,670.837904725471,5172.50819322353,422.215650123711,434.560859959705,801.487825519324,3775.9682675377,1645.63333615171,2456.74219503212,1177.26193781641,614.91226356567,263.006151313039,65.2225416355864,1.25330694776944,137.881992968755,7.28644678290166,14.0123976594263,7.84694268927872
top_city_00473.jpg,41.7830662636314,98.2339207008279,592.285395907978,1451.16398469794,2387.73329230692,2549.12416630681,1596.11167594474,1283.56449787116,2131.93785021442,1319.01869840863,434.704161530153,670.843700278319,3344.89195073461,462.304992158754,669.907677178196,966.390969496916,3127.33951451485,2216.01649539887,1782.22590403363,1513.18082640643,893.910775334578,375.559530703752,87.6454300901617,4.12152351772137,114.680797504472,30.7827403827792,11.4680797504472,1.81074943428113
top_city_00496.jpg,10.9983810156416,141.289029886609,542.802181845429,1487.2119167977,3296.47712546643,2539.06425201574,1982.15711297245,0,1589.14459586109,745.285447224078,841.368163878276,502.108549822248,4442.08585333811,680.813621952654,590.827160977199,608.366606946346,4170.2325617346,2597.22638421712,1711.91934689439,854.019603749201,479.053912750311,167.346807399516,18.9160618108028,1.28532144405377,122.105537185108,6.42660722026884,7.06926794229573,1.92798216608065
top_city_00509.jpg,167.140563843628,395.065230534824,1584.97206156375,2965.99661487344,2384.42980945228,1725.24697382373,407.128972955725,370.019772952626,3079.36029287526,1148.94622419236,981.490746990271,812.011566839595,2479.36466629445,526.322592873217,460.536015663467,511.967894271379,3113.72939924493,1814.32741680051,2373.83553045797,1379.36196508853,887.878912830826,329.09569457931,98.9761800474598,2.79490095046434,97.1477022778072,19.7498076059278,4.80400725549596,8.00667875915993
top_city_00514.jpg,115.029941573997,346.41730409768,1370.46049550737,3019.26283817343,3115.18960842234,1041.90986895085,420.397401700965,571.332541573373,2561.72385230598,785.956527825396,360.455472073757,506.707536798801,4706.90109754877,392.97419840908,270.854081495746,414.427233542468,1827.25432434421,1504.73106830074,3281.53622921317,1570.01150140412,1099.64549892152,554.287386454033,143.929289442999,18.6047019192077,115.214691565578,20.0373376635787,6.26166801986834,8.14016842582885
top_city_00525.jpg,165.993120178316,417.812565880491,1861.4891276885,2874.47454753245,3069.60287316146,1224.38495793178,386.242807626997,0,4373.23176252235,688.374935296709,376.776011269259,518.991274421572,2880.02542028294,359.081648436465,245.420680058703,558.098267712002,4086.01786733178,1304.84859341553,1406.30945557507,1279.72327218951,1146.75477915698,576.915536956509,180.965013525037,18.4654818495914,113.457667645703,17.9143685756373,6.6349513243101,5.30796105944808
top_city_00532.jpg,34.7607823926774,106.430604443626,1065.5126258824,1590.7887894993,2094.67371145544,1846.27109695451,2679.70603011585,581.856359256205,1992.81675926266,614.68165947764,426.4536041126,241.433527752208,5439.57322778419,195.014096174492,332.932519920502,757.094605515705,4328.07831954252,2601.29190405487,1363.73850093178,875.127560217432,577.239712298026,189.393102271518,59.9137536562326,5.21714702762282,151.450735858729,30.3897858137581,5.9783185207393,3.48735247043126
top_city_00536.jpg,24.7039589079769,122.580959742912,665.750909703582,1443.04475104717,2474.24888080103,3066.66722270593,2203.0033170914,0,4109.8527124964,431.383299374218,321.518723201198,763.758267464341,3032.37738113585,574.448078484465,196.336167487959,570.325370355569,4423.62539342152,2699.26296159797,1371.4536773917,767.796839338108,490.818761019326,191.100867141861,54.8763162166114,1.06518387289909,129.952432493689,28.7599645682755,6.39110323739455,0.532591936449546
top_city_00543.jpg,3.51469789039632,60.6319627274276,696.011802631688,1500.99997705875,2915.80294828822,1579.39864831771,1878.4108373604,1365.22912572541,4908.20007122225,259.378858797837,339.673537266257,249.160330916002,3196.84240329572,237.429251575103,431.099858581951,378.215688344884,5388.65219930463,1965.86980670208,1406.75671989122,816.822644625243,299.077779304301,87.1417888209603,35.6790613515632,0,117.742379328277,38.6616767943595,2.63602341779724,1.75734894519816
top_city_00599.jpg,0,130.411324828367,527.667576322887,1468.42027852142,2686.30564327909,1996.33499543715,2718.13303916271,472.727142448378,4028.72547350026,397.193627340572,635.505791975728,398.966069429705,3998.03426294973,146.980106851706,147.109444160148,247.485223792149,3811.7513357244,2574.56247503892,2114.98316845946,821.53300588685,451.606325932753,170.730522621637,52.9086272994257,1.92453903655055,110.229222875652,28.5779466714654,8.84555492212026,4.76299111191091
