ori_1,ori_2,ori_3,ori_4,ori_5,ori_6,ori_7,ori_8,len_1,len_2,len_3,len_4,len_5,len_6,len_7,len_8,curv_1,curv_2,curv_3,curv_4,curv_5,curv_6,curv_7,curv_8,juncType_Arrow,juncType_L,juncType_Star,juncType_T,juncType_X,juncType_Y,juncAng_1,juncAng_2,juncAng_3,juncAng_4,juncAng_5,juncAng_6,juncAng_7,juncAng_8
367.294105357039,1760.56391527219,713.003193559486,387.656365752239,843.675990747853,574.118265982511,723.592046217729,483.964402835643,267.30643460705,569.601632212409,1046.11784847915,1376.87148024046,304.898655061086,333.686675331897,992.3360157632,963.049544029438,3452.801467275,1474.37869912281,506.004986427722,122.379812531122,127.003379464084,35.5410033355447,112.219234477088,23.5397030913119,1,0,0,6,4,0,1,4,2,4,0,0,0,0
